Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
09/28/2018,NISS,4D,,BLK,AS29299,IL,10300 S. Doty,(773) 568-8495,2860041
09/28/2018,TOYT,4D,,WHI,901ZFX,WI,10300 S. Doty,(773) 568-8495,2860034
09/28/2018,PONT,4D,,RED,AX23982,IL,10300 S. Doty,(773) 568-8495,2860035
09/04/2018,CHEV,4D,,BLK,AT62322,IL,10300 S. Doty,(773) 568-8495,2858333
09/28/2018,PONT,4D,,GRY,828045,IL,10300 S. Doty,(773) 568-8495,2860057
09/01/2018,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2858197
09/28/2018,HYUN,4D,,RED,R534852,IL,400 E. Lower Wacker,(312) 744-7550,993442
09/28/2018,DODG,2D,,DBL,2244873B,IL,701 N. Sacramento,(773) 265-7605,6935462
09/28/2018,JEEP,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6935463
09/28/2018,FORD,4D,,ONG,997993,IL,701 N. Sacramento,(773) 265-7605,6935465
09/28/2018,DODG,LL,,SIL,AK29359,IL,10300 S. Doty,(773) 568-8495,2860056
09/28/2018,CHEV,4D,,GRY,AV34090,IL,701 N. Sacramento,(773) 265-7605,6935464
09/02/2018,CHRY,VN,,BLU,GZK892,IA,10300 S. Doty,(773) 568-8495,2858234
09/28/2018,FORD,4D,,SIL,Q465838,IL,400 E. Lower Wacker,(312) 744-7550,993441
09/02/2018,LEXS,4D,,GRY,AE69025,IL,10300 S. Doty,(773) 568-8495,2858236
09/02/2018,HOND,4T,,WHI,Y753274,IL,701 N. Sacramento,(773) 265-7605,6933056
09/02/2018,DODG,4D,,GLD,AY55012,IL,10300 S. Doty,(773) 568-8495,2858281
09/02/2018,PONT,4D,,WHI,FNOH6S,MS,10300 S. Doty,(773) 568-8495,2858280
09/01/2018,CHEV,4D,,BLK,Q263891,IL,10300 S. Doty,(773) 568-8495,2858182
09/01/2018,PONT,4D,,RED,276MD,IN,10300 S. Doty,(773) 568-8495,2858183
09/01/2018,CHRY,4D,,GRY,279744,IL,10300 S. Doty,(773) 568-8495,2858199
09/01/2018,ACUR,4D,,BLU,Z116734,IL,10300 S. Doty,(773) 568-8495,2858181
09/01/2018,MITS,LL,TK,WHI,K839880,IL,10300 S. Doty,(773) 568-8495,2858184
07/05/2018,TOYT,4D,,GRY,J627740,IN,10300 S. Doty,(773) 568-8495,2853824
09/01/2018,CHEV,4T,,GRY,934T133,IL,10300 S. Doty,(773) 568-8495,2858230
07/05/2018,JEEP,LL,,GRN,Z890646,IL,10300 S. Doty,(773) 568-8495,2853823
08/04/2018,PONT,4T,,SIL,ZY69451,IL,10300 S. Doty,(773) 568-8495,2855918
09/01/2018,TOYT,4D,,DGR,YK2F1T,MO,701 N. Sacramento,(773) 265-7605,6933051
09/01/2018,CADI,4D,,BLU,AS85775,IL,10300 S. Doty,(773) 568-8495,2858231
09/02/2018,NISS,4D,,BLK,Q704074,IL,701 N. Sacramento,(773) 265-7605,6933123
07/07/2018,ACUR,4D,,SIL,AD62831,IL,701 N. Sacramento,(773) 265-7605,6927855
09/02/2018,BUIC,4D,,GRN,AT74911,IL,701 N. Sacramento,(773) 265-7605,6933124
09/01/2018,MERZ,LL,,BLK,ZV95485,IL,10300 S. Doty,(773) 568-8495,2858191
07/04/2018,ACUR,LL,,SIL,ZU57846,IL,701 N. Sacramento,(773) 265-7605,6927657
09/01/2018,CHEV,4D,,RED,136U981,IL,701 N. Sacramento,(773) 265-7605,6933027
09/01/2018,CHEV,4D,,WHI,ZX22278,IL,10300 S. Doty,(773) 568-8495,2858192
07/05/2018,HYUN,4D,,SIL,AV35975,IL,701 N. Sacramento,(773) 265-7605,6927699
09/03/2018,HYUN,4D,,GRY,AB64915,IL,701 N. Sacramento,(773) 265-7605,6933189
09/03/2018,AUDI,4D,,BLK,AV81574,IL,10300 S. Doty,(773) 568-8495,2858312
07/07/2018,TOYT,4D,,LAV,AP24660,IL,10300 S. Doty,(773) 568-8495,2853990
07/07/2018,CHEV,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2854082
07/07/2018,CHEV,4D,,MAR,,,10300 S. Doty,(773) 568-8495,2854083
07/07/2018,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2854084
07/04/2018,SATR,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2853807
09/01/2018,NISS,4D,,BLK,N232863,IL,701 N. Sacramento,(773) 265-7605,6933038
09/01/2018,KAWK,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2858211
09/03/2018,CHEV,LL,,BLK,AP98601,IL,701 N. Sacramento,(773) 265-7605,6933214
09/03/2018,ACUR,4D,,GRY,113U614,IL,10300 S. Doty,(773) 568-8495,2858303
09/03/2018,TOYT,4D,,GRN,9602892,IL,701 N. Sacramento,(773) 265-7605,6933215
09/01/2018,BUIC,LL,TK,MAR,354523,IL,10300 S. Doty,(773) 568-8495,2858218
09/04/2018,LINC,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2858331
07/06/2018,NISS,VN,,RED,AU68327,IL,701 N. Sacramento,(773) 265-7605,6927722
07/08/2018,GMC,LL,TK,BLK,AV86294,IL,10300 S. Doty,(773) 568-8495,2854151
07/05/2018,FORD,PK,F15,PLE,2348465B,IL,701 N. Sacramento,(773) 265-7605,6927661
08/04/2018,CHEV,LL,,TAN,513068,IL,10300 S. Doty,(773) 568-8495,2855902
08/04/2018,CHEV,4D,,SIL,V613816,IL,701 N. Sacramento,(773) 265-7605,6930381
07/05/2018,CHEV,2D,,MAR,AD87514,IL,10300 S. Doty,(773) 568-8495,2853812
08/04/2018,NISS,4T,,SIL,L340703,IL,10300 S. Doty,(773) 568-8495,2855907
07/06/2018,BUIC,4D,,GLD,956074,IL,10300 S. Doty,(773) 568-8495,2853996
07/07/2018,HOND,2D,,GRN,Q935585,IL,10300 S. Doty,(773) 568-8495,2854001
07/06/2018,MERC,4D,,COM,AGP348,MN,10300 S. Doty,(773) 568-8495,2853994
07/07/2018,SCIO,4D,,SIL,AH28093,IL,701 N. Sacramento,(773) 265-7605,6927825
07/07/2018,DODG,LL,,SIL,,TX,10300 S. Doty,(773) 568-8495,2853998
09/02/2018,HOND,2D,ACC,SIL,AV93327,IL,701 N. Sacramento,(773) 265-7605,6933054
08/04/2018,FORD,4D,,GRY,AK70517,IL,701 N. Sacramento,(773) 265-7605,6930391
09/02/2018,LINC,4D,,TAN,563068,IL,10300 S. Doty,(773) 568-8495,2858271
09/02/2018,PONT,VN,,DBL,AT59729,IL,701 N. Sacramento,(773) 265-7605,6933143
09/02/2018,BUIC,4D,,GRY,AN70660,IL,701 N. Sacramento,(773) 265-7605,6933144
09/02/2018,FORD,4D,,BLK,H123404,IL,701 N. Sacramento,(773) 265-7605,6933145
09/02/2018,CHRY,VN,,BLU,9528289,IL,701 N. Sacramento,(773) 265-7605,6933146
07/05/2018,TOYT,4T,,DBL,J586112,IN,10300 S. Doty,(773) 568-8495,2853832
07/06/2018,JAGU,4D,,WHI,656125,IL,701 N. Sacramento,(773) 265-7605,6927789
07/06/2018,PONT,LL,,RED,ZU24858,IL,701 N. Sacramento,(773) 265-7605,6927788
07/06/2018,SATR,4D,,GRY,AV78135,IL,10300 S. Doty,(773) 568-8495,2853988
07/07/2018,BUIC,4D,,TAN,R130374,IL,10300 S. Doty,(773) 568-8495,2854074
07/08/2018,HYUN,4D,,GRY,S849017,IL,10300 S. Doty,(773) 568-8495,2854145
07/08/2018,PONT,4D,,BRZ,AV85467,IL,10300 S. Doty,(773) 568-8495,2854147
09/02/2018,SATR,2D,,RED,AV86963,IL,701 N. Sacramento,(773) 265-7605,6933088
07/06/2018,PONT,LL,,MAR,,IL,10300 S. Doty,(773) 568-8495,2853942
09/02/2018,VOLK,2D,,GRY,AV92602,IL,10300 S. Doty,(773) 568-8495,2858243
07/06/2018,KIA,LL,,BLK,AS76046,IL,10300 S. Doty,(773) 568-8495,2853978
09/02/2018,CHEV,4D,MAL,BLK,AV87859,IL,10300 S. Doty,(773) 568-8495,2858263
07/06/2018,CHEV,PK,,GRN,1099481B,IL,10300 S. Doty,(773) 568-8495,2853980
07/06/2018,MITS,4D,,BLK,AW48443,IL,10300 S. Doty,(773) 568-8495,2853979
08/04/2018,NISS,LL,,MAR,AW15996,IL,701 N. Sacramento,(773) 265-7605,6930397
08/04/2018,SUZI,MC,,GRY,EG1303,IL,10300 S. Doty,(773) 568-8495,2855935
08/04/2018,DODG,4D,,SIL,8620607,IL,10300 S. Doty,(773) 568-8495,2855936
07/09/2018,HYUN,4D,,GRY,E724463,IL,701 N. Sacramento,(773) 265-7605,6927993
07/08/2018,GMC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854094
07/09/2018,CHEV,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2854175
07/09/2018,HOND,4D,,RED,AS77409,IL,10300 S. Doty,(773) 568-8495,2854177
07/09/2018,LINC,LL,TK,BLK,AS73832,IL,10300 S. Doty,(773) 568-8495,2854176
07/05/2018,CHEV,VN,,BRO,848269,IL,701 N. Sacramento,(773) 265-7605,6927675
09/02/2018,HYUN,4T,,BLU,N932224,IL,10300 S. Doty,(773) 568-8495,2858248
09/02/2018,SUZI,MC,,ONG,EA2990,IL,10300 S. Doty,(773) 568-8495,2858246
07/05/2018,FORD,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2853847
08/04/2018,DODG,4D,,SIL,Y736780,IL,10300 S. Doty,(773) 568-8495,2855939
07/05/2018,CHEV,4D,,TAN,AS86985,IL,10300 S. Doty,(773) 568-8495,2853869
07/05/2018,BUIC,4D,,BLK,AV76905,IL,10300 S. Doty,(773) 568-8495,2853870
09/02/2018,ACUR,4D,,SIL,P334345,IL,10300 S. Doty,(773) 568-8495,2858247
07/08/2018,CHEV,4D,,BLK,Y716519,IL,701 N. Sacramento,(773) 265-7605,6927957
07/09/2018,NISS,4D,,SIL,Q894301,IL,701 N. Sacramento,(773) 265-7605,6927986
07/09/2018,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854169
07/05/2018,JEEP,4T,,ONG,Y814638,IL,701 N. Sacramento,(773) 265-7605,2853829
09/02/2018,DODG,VN,CVN,MAR,K535149,IL,701 N. Sacramento,(773) 265-7605,6933121
09/02/2018,SATR,4D,,GRY,125U663,IL,400 E. Lower Wacker,(312) 744-7550,992094
08/04/2018,DODG,4D,,TAN,P182778,IL,10300 S. Doty,(773) 568-8495,2855946
09/03/2018,MAZD,4D,,GRN,AD51032,IL,701 N. Sacramento,(773) 265-7605,6933201
09/03/2018,CHEV,4D,,BLK,Q481037,IL,10300 S. Doty,(773) 568-8495,2858297
09/03/2018,HYUN,4D,,BLU,AN19668,IL,701 N. Sacramento,(773) 265-7605,6933200
07/05/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2853834
09/03/2018,ACUR,4D,,BLK,AX95497,IL,701 N. Sacramento,(773) 265-7605,6933202
09/03/2018,CHEV,VN,,BLU,253529,IL,701 N. Sacramento,(773) 265-7605,6933204
08/04/2018,CHEV,LL,TK,BLU,AM56149,IL,701 N. Sacramento,(773) 265-7605,6930424
08/04/2018,DODG,VN,,WHI,2207016B,IL,701 N. Sacramento,(773) 265-7605,6930423
09/03/2018,NISS,4D,,SIL,N863731,IL,701 N. Sacramento,(773) 265-7605,6933211
09/03/2018,GMC,LL,,BLK,AX29703,IL,10300 S. Doty,(773) 568-8495,2858308
08/05/2018,MAZD,4D,,BLU,G876358,IL,701 N. Sacramento,(773) 265-7605,6930515
07/05/2018,HOND,4D,,GLD,AT50261,IL,701 N. Sacramento,(773) 265-7605,6927701
07/06/2018,BUIC,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2853908
07/06/2018,JEEP,LL,,GRY,S209678,IL,10300 S. Doty,(773) 568-8495,2853909
07/06/2018,CHEV,4D,,TAN,268U127,IL,10300 S. Doty,(773) 568-8495,2853911
09/02/2018,SUZI,MC,,BLK,TATU,IL,701 N. Sacramento,(773) 265-7605,6933155
08/04/2018,CHEV,LL,TK,BLK,AK63600,IL,701 N. Sacramento,(773) 265-7605,6930428
08/04/2018,INFI,LL,,SIL,Z136702,IL,701 N. Sacramento,(773) 265-7605,6930426
08/05/2018,KIA,4T,,BLK,AS21263,IL,10300 S. Doty,(773) 568-8495,2855984
07/09/2018,CHEV,VN,TK,WHI,Y842466,IL,701 N. Sacramento,(773) 265-7605,6928029
08/05/2018,INFI,LL,,BLU,CAV4430,AZ,10300 S. Doty,(773) 568-8495,2856012
08/05/2018,NISS,4D,,BLK,Q971569,IL,701 N. Sacramento,(773) 265-7605,6930504
08/06/2018,NISS,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2856066
08/06/2018,GMC,LL,TK,PNK,AP47290,IL,701 N. Sacramento,(773) 265-7605,6930613
07/05/2018,LEXS,4D,,TAN,E394763,IL,10300 S. Doty,(773) 568-8495,2853859
09/02/2018,FORD,4D,,RED,L94543,IN,10300 S. Doty,(773) 568-8495,2858264
07/05/2018,NISS,4D,,BLU,H945677,IL,701 N. Sacramento,(773) 265-7605,6927710
07/05/2018,MITS,4D,,MAR,Z734429,IL,701 N. Sacramento,(773) 265-7605,6927709
07/06/2018,CHEV,2T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2853921
08/05/2018,CADI,4D,,BRZ,AS80515,IL,10300 S. Doty,(773) 568-8495,2856007
08/05/2018,HYUN,LL,,BLK,AM47501,IL,10300 S. Doty,(773) 568-8495,2856006
07/06/2018,NISS,4D,,ONG,,IL,701 N. Sacramento,(773) 265-7605,6927757
08/06/2018,FORD,4D,,BLK,ZY20067,IL,400 E. Lower Wacker,(312) 744-7550,990546
08/06/2018,FORD,LL,TK,BLU,E674974,IL,10300 S. Doty,(773) 568-8495,2856071
08/06/2018,CHRY,4D,,BLK,AP73343,IL,10300 S. Doty,(773) 568-8495,2856070
07/07/2018,TOYT,4D,,BLK,X496223,IL,400 E. Lower Wacker,(312) 744-7550,989053
07/08/2018,BUIC,4D,,RED,ZY82093,IL,400 E. Lower Wacker,(312) 744-7550,989056
07/08/2018,KIA,4D,,WHI,V388811,IL,400 E. Lower Wacker,(312) 744-7550,989057
07/10/2018,JAGU,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2854208
09/03/2018,DODG,VN,,GRY,5840082,IL,701 N. Sacramento,(773) 265-7605,6933170
07/05/2018,DODG,2D,,MAR,AL36704,IL,701 N. Sacramento,(773) 265-7605,6927694
09/03/2018,TOYT,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6933179
07/05/2018,MERC,4D,,TAN,AD77902,IL,10300 S. Doty,(773) 568-8495,2853882
09/03/2018,FLYI,MB,,RED,,IL,10300 S. Doty,(773) 568-8495,2858294
07/05/2018,JEEP,LL,,GRY,V201971,IL,10300 S. Doty,(773) 568-8495,2853887
09/03/2018,HOND,4D,,BLU,L672394,IN,701 N. Sacramento,(773) 265-7605,6933186
07/05/2018,PONT,4D,,RED,AV83274,IL,701 N. Sacramento,(773) 265-7605,6927706
09/03/2018,VOLK,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2858300
07/05/2018,MERZ,4D,,SIL,324T436,IL,10300 S. Doty,(773) 568-8495,2853894
09/03/2018,HOND,LL,,RED,AS82655,IL,701 N. Sacramento,(773) 265-7605,6933221
09/03/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2858306
09/03/2018,JEEP,LL,,GRN,S226188,IL,701 N. Sacramento,(773) 265-7605,6933219
07/06/2018,CHEV,4D,,RED,E799268,IL,701 N. Sacramento,(773) 265-7605,6927721
09/04/2018,NISS,LL,,GLD,AG33091,IL,701 N. Sacramento,(773) 265-7605,6933230
08/05/2018,TOYT,4D,,WHI,AD62896,IL,10300 S. Doty,(773) 568-8495,2856014
07/08/2018,DODG,VN,,SIL,AD51050,IL,701 N. Sacramento,(773) 265-7605,6927929
08/04/2018,NISS,4D,,RED,V564691,IL,10300 S. Doty,(773) 568-8495,2855958
09/03/2018,PONT,4D,,BLK,261SS,IN,701 N. Sacramento,(773) 265-7605,6933188
08/04/2018,FORD,LL,,GRY,AS87630,IL,10300 S. Doty,(773) 568-8495,2855923
07/08/2018,HYUN,4D,,WHI,AV21186,IL,400 E. Lower Wacker,(312) 744-7550,989058
08/04/2018,JEEP,LL,TK,GRY,726T067,IL,10300 S. Doty,(773) 568-8495,2855973
08/04/2018,MITS,4D,,MAR,497936,IL,10300 S. Doty,(773) 568-8495,2855974
07/09/2018,KIA,4D,,BLK,AP54301,IL,701 N. Sacramento,(773) 265-7605,6928009
07/10/2018,NISS,4D,,GRY,AG91257,IL,701 N. Sacramento,(773) 265-7605,6928035
07/10/2018,MERZ,4D,,BLK,691TWH,IN,701 N. Sacramento,(773) 265-7605,6928034
08/05/2018,FORD,VN,TK,WHI,80844FF,IL,10300 S. Doty,(773) 568-8495,2856020
09/03/2018,TOYT,4D,,BLU,E357754,IL,10300 S. Doty,(773) 568-8495,2858305
07/06/2018,HOND,2D,,BRO,,IL,701 N. Sacramento,(773) 265-7605,6927749
07/06/2018,FORD,LL,,BLK,AD63424,IL,701 N. Sacramento,(773) 265-7605,6927776
07/07/2018,CHEV,VN,,TAN,AN82575,IL,10300 S. Doty,(773) 568-8495,2854029
09/03/2018,HYUN,4D,,SIL,AU22450,IL,400 E. Lower Wacker,(312) 744-7550,992150
08/04/2018,CADI,4D,,MAR,AJ58635,IL,10300 S. Doty,(773) 568-8495,2855963
07/08/2018,CHEV,4D,,SIL,DLJ0928,MI,10300 S. Doty,(773) 568-8495,2854096
07/08/2018,CHEV,4D,,SIL,530056,IL,10300 S. Doty,(773) 568-8495,2854099
07/08/2018,CHEV,4D,,BLU,AM12551,IL,701 N. Sacramento,(773) 265-7605,6927913
08/05/2018,TOYT,4D,,BLK,AP24908,IL,10300 S. Doty,(773) 568-8495,2856049
08/05/2018,CHEV,4D,,BLK,Z294459,IL,10300 S. Doty,(773) 568-8495,2856050
08/05/2018,CHEV,LL,,RED,AS65527,IL,10300 S. Doty,(773) 568-8495,2856046
07/08/2018,HOND,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2854153
08/06/2018,CADI,LL,,BLK,HDS520,IA,10300 S. Doty,(773) 568-8495,2856051
08/04/2018,HOND,VN,,SIL,E646416,IL,10300 S. Doty,(773) 568-8495,2855967
09/04/2018,MERZ,4D,,SIL,177APY,LA,701 N. Sacramento,(773) 265-7605,6933243
09/04/2018,CHEV,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2858340
09/04/2018,FORD,,TK,,Z733262,IL,10300 S. Doty,(773) 568-8495,2858339
07/06/2018,CHEV,2D,TAH,RED,ACR8761,WI,701 N. Sacramento,(773) 265-7605,6927767
07/06/2018,JEEP,LL,TK,GRY,AS95670,IL,701 N. Sacramento,(773) 265-7605,6927804
07/07/2018,CHEV,4D,,GRN,AQ42328,IL,10300 S. Doty,(773) 568-8495,2854042
07/06/2018,BUIC,4D,,TAN,AW16850,IL,10300 S. Doty,(773) 568-8495,2853973
08/05/2018,LINC,4D,,BLU,V454139,IL,701 N. Sacramento,(773) 265-7605,6930580
07/09/2018,JEEP,LL,,GLD,223U799,IL,10300 S. Doty,(773) 568-8495,2854199
08/05/2018,BUIC,4D,,GLD,AV88792,IL,701 N. Sacramento,(773) 265-7605,6930587
08/05/2018,CHEV,PK,,RED,2062812B,IL,701 N. Sacramento,(773) 265-7605,6930565
08/06/2018,CHEV,VN,TK,WHI,2424101B,IL,701 N. Sacramento,(773) 265-7605,6930609
08/06/2018,LINC,4D,,BLK,AB90295,IL,10300 S. Doty,(773) 568-8495,2856068
07/06/2018,CYCL,MD,,SIL,C90895,IL,701 N. Sacramento,(773) 265-7605,6927782
07/06/2018,LEXS,4D,,WHI,AQ49335,IL,10300 S. Doty,(773) 568-8495,2853975
08/04/2018,JEEP,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2855972
08/04/2018,CHEV,4D,MAL,RED,,IL,10300 S. Doty,(773) 568-8495,2855971
08/02/2018,FORD,LL,EXP,WHI,P125069,IL,701 N. Sacramento,(773) 265-7605,6930212
08/05/2018,CHEV,LL,,MAR,S957311,IL,701 N. Sacramento,(773) 265-7605,6930575
09/04/2018,PONT,VN,,WHI,AJ15298,IL,10300 S. Doty,(773) 785-9752,1718555
08/05/2018,PONT,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2856025
07/06/2018,KIA,VN,TK,GRN,258859,IL,10300 S. Doty,(773) 568-8495,2853925
07/07/2018,FORD,2D,,SIL,AL42132,IL,10300 S. Doty,(773) 568-8495,2854002
09/04/2018,CHRY,4D,,BLU,7366225,IL,701 N. Sacramento,(773) 265-1846,1537779
07/07/2018,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2854003
09/01/2018,PONT,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6933053
09/01/2018,TOYT,4D,,BLK,Q474496,IL,701 N. Sacramento,(773) 265-7605,6933006
08/05/2018,CADI,4D,,WHI,AP54757,IL,10300 S. Doty,(773) 568-8495,2856023
07/07/2018,TOYT,4D,,GLD,AR97019,IL,701 N. Sacramento,(773) 265-7605,6927849
07/07/2018,FORD,4D,ESC,GRY,AJ22256,IL,10300 S. Doty,(773) 568-8495,2854064
08/06/2018,MITS,4D,,BLK,413855,IL,10300 S. Doty,(773) 568-8495,2856057
08/06/2018,DODG,VN,,SIL,Q468126,IL,10300 S. Doty,(773) 568-8495,2856056
07/07/2018,FORD,4D,,BLU,914727,IL,701 N. Sacramento,(773) 265-7605,6927852
07/08/2018,ACUR,4D,,MAR,AJ56585,IL,701 N. Sacramento,(773) 265-7605,6927901
09/06/2018,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2858432
09/06/2018,VOLK,4D,,SIL,AU98311,IL,10300 S. Doty,(773) 568-8495,2858428
09/06/2018,LEXS,4D,,SIL,AS76261,IL,10300 S. Doty,(773) 568-8495,2858431
09/06/2018,FORD,4D,,SIL,AE65585,IL,701 N. Sacramento,(773) 265-7605,6933460
09/09/2018,NISS,VN,,SIL,V614349,IL,701 N. Sacramento,(773) 265-7605,6933899
09/04/2018,FORD,4D,,SIL,AD14433,IL,701 N. Sacramento,(773) 265-7605,6933256
09/04/2018,PONT,4D,,GRY,05358Y8,TX,400 E. Lower Wacker,(312) 744-7550,992160
09/04/2018,CHEV,4D,,GRY,AS69331,IL,701 N. Sacramento,(773) 265-7605,6933255
08/05/2018,VOLK,4T,,GRY,E945002,IL,701 N. Sacramento,(773) 265-7605,6930460
07/07/2018,DODG,VN,TK,SIL,,IL,701 N. Sacramento,(773) 265-7605,6927822
07/07/2018,CHEV,4D,,SIL,730466,IL,10300 S. Doty,(773) 568-8495,2854016
09/04/2018,NISS,4D,,SIL,194U358,IL,701 N. Sacramento,(773) 265-7605,6933260
09/05/2018,MERC,4D,,WHI,AT34036,IL,10300 S. Doty,(773) 568-8495,2858389
09/05/2018,LINC,4D,,TAN,563065,IL,10300 S. Doty,(773) 568-8495,2858388
09/05/2018,ISU,LL,,WHI,9141846,IL,10300 S. Doty,(773) 785-9752,1718556
09/05/2018,DODG,LL,,BLK,927T966,IL,10300 S. Doty,(773) 568-8495,2858401
09/05/2018,MERC,LL,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1537780
09/05/2018,PONT,4D,,BLU,Z538155,IL,10300 S. Doty,(773) 568-8495,2858415
09/05/2018,JEEP,LL,,TAN,233U297,IL,10300 S. Doty,(773) 568-8495,2858414
09/06/2018,CHEV,4T,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6933414
09/06/2018,NISS,PK,,SIL,AP71713,IL,701 N. Sacramento,(773) 265-7605,6933415
09/06/2018,GMC,PK,,WHI,AH93167,AZ,701 N. Sacramento,(773) 265-7605,6933409
07/06/2018,MERC,4D,,BLK,Z211703,IL,10300 S. Doty,(773) 568-8495,2853986
08/04/2018,TOYT,4D,,WHI,ZX22510,IL,10300 S. Doty,(773) 568-8495,2855978
09/01/2018,SUZI,MC,,RED,,IL,701 N. Sacramento,(773) 265-7605,6932939
08/04/2018,CHEV,LL,,TAN,AV59125,IL,10300 S. Doty,(773) 568-8495,2855977
09/04/2018,HOND,4D,,GLD,XWZ437,IN,10300 S. Doty,(773) 568-8495,2858373
08/05/2018,NISS,4D,,WHI,164U808,IL,10300 S. Doty,(773) 568-8495,2855987
09/04/2018,LINC,4D,,TAN,327U865,IL,10300 S. Doty,(773) 568-8495,2858335
07/07/2018,BUIC,4D,,BLU,92443FF,IL,10300 S. Doty,(773) 568-8495,2854028
09/05/2018,JEEP,LL,,BLK,738206,IL,701 N. Sacramento,(773) 265-7605,6933306
09/04/2018,DODG,VN,,GRY,AP23336,IL,10300 S. Doty,(773) 568-8495,2858332
09/04/2018,NISS,4D,,BLK,355894,IL,10300 S. Doty,(773) 568-8495,2858329
09/04/2018,CHEV,4D,,GRY,217U642,IL,10300 S. Doty,(773) 568-8495,2858328
09/05/2018,NISS,4D,,GRN,P440463,IL,701 N. Sacramento,(773) 265-7605,6933304
09/04/2018,HYUN,4D,,GRY,AT61832,IL,10300 S. Doty,(773) 568-8495,2858326
09/05/2018,BUIC,4D,,TAN,,,701 N. Sacramento,(773) 265-7605,6933360
07/08/2018,ZCZY,MC,,RED,,,701 N. Sacramento,(773) 265-7605,6927882
09/06/2018,DODG,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6933407
08/05/2018,CHEV,4T,,SIL,ZY79236,IL,10300 S. Doty,(773) 568-8495,2855994
09/06/2018,CHEV,VN,TK,GLD,AW25575,IL,701 N. Sacramento,(773) 265-7605,6933417
09/07/2018,PONT,4D,,GLD,340ST,IN,10300 S. Doty,(773) 568-8495,1806754
09/07/2018,CHEV,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2858465
09/07/2018,JEEP,LL,,MAR,530NA,FL,701 N. Sacramento,(773) 265-1846,1537785
09/07/2018,TOYT,4D,,RED,G644316,IL,701 N. Sacramento,(773) 265-7605,6933600
08/05/2018,LINC,LL,TK,WHI,Q123048,IL,701 N. Sacramento,(773) 265-7605,6930555
09/04/2018,BUIC,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6933266
09/04/2018,MAZD,4D,,BLK,AP15894,IL,10300 S. Doty,(773) 568-8495,2858351
08/05/2018,PONT,2D,,MAR,J823622,IL,10300 S. Doty,(773) 568-8495,2856037
08/05/2018,CADI,4D,,GLD,E269295,IL,10300 S. Doty,(773) 568-8495,2856036
09/05/2018,FORD,VN,,GRY,1892947B,IL,701 N. Sacramento,(773) 265-7605,6933296
09/05/2018,BMW,4D,,GRY,AD40514,IL,10300 S. Doty,(773) 568-8495,2858393
09/05/2018,PONT,4D,,BLK,AP35951,IL,701 N. Sacramento,(773) 265-7605,6933300
09/05/2018,BUIC,4D,,SIL,AH40148,IL,701 N. Sacramento,(773) 265-7605,6933319
08/30/2018,CHEV,PK,,BRO,1940000-,IL,10300 S. Doty,(773) 568-8495,2857944
09/07/2018,CHRY,4D,,SIL,AD69678,IL,701 N. Sacramento,(773) 265-7605,6933575
09/07/2018,FORD,4D,,SIL,AC39128,IL,701 N. Sacramento,(773) 265-7605,6933616
09/07/2018,CHRY,VN,,LBL,929817,IL,701 N. Sacramento,(773) 265-7605,6933609
09/07/2018,CHRY,VN,,RED,J674561,IL,10300 S. Doty,(773) 568-8495,2858505
09/07/2018,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2858504
09/07/2018,NISS,4D,,GRN,459192,IL,701 N. Sacramento,(773) 265-7605,6933644
